instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,rootUB, rootLB, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, numSolvedNodes, numPrunedByInfeasibility, numPrunedByOptimality, numPrunedByBound, numLeftNodes, numNewLabel, numDominatedLabel, numPrunedLabel, timeOnLabelLb
L_00000449 , 90 , 1 , 3600, 0.611,true, true, 5,2671.000, 2671.000, 0.000, 2674.000, 2654.100, 0.455, 0.596, 0.061, 0.497, 3, 1, 0, 0, 2,180818,132462,113544,0.12000000000000009
L_00000450 , 100 , 1 , 3600, 1.369,true, true, 17,2780.000, 2780.000, 0.000, 2781.000, 2774.000, 0.504, 1.295, 0.105, 1.075, 9, 1, 0, 0, 8,255555,201650,131371,0.22400000000000017
L_00000451 , 100 , 1 , 3600, 1.008,true, true, 13,2990.000, 2990.000, 0.000, 2991.000, 2983.000, 0.462, 0.953, 0.075, 0.788, 7, 1, 0, 0, 6,206989,159408,117298,0.18100000000000013
L_00000452 , 100 , 1 , 3600, 2.249,true, true, 3,2676.000, 2676.000, 0.000, 2676.000, 2659.600, 1.481, 2.242, 0.156, 2.031, 3, 1, 0, 1, 0,324403,259126,144685,0.33800000000000024
L_00000453 , 100 , 1 , 3600, 0.710,true, false, 3,2838.000, 2837.800, 0.007, 2838.000, 2837.800, 0.701, 0.701, 0.034, 0.640, 1, 0, 0, 0, 2,163891,115967,97317,0.1500000000000001
L_00000454 , 100 , 1 , 3600, 4.436,true, true, 9,2811.000, 2811.000, 0.000, 2812.000, 2808.100, 2.680, 4.397, 0.141, 4.149, 5, 1, 0, 0, 4,387098,326444,118897,0.46800000000000036
L_00000455 , 100 , 1 , 3600, 5.061,true, true, 3,2673.000, 2673.000, 0.000, 2673.000, 2656.300, 0.856, 5.054, 0.326, 4.668, 3, 1, 0, 1, 0,526405,448717,174901,0.44200000000000034
L_00000456 , 100 , 1 , 3600, 1.374,true, true, 3,2690.000, 2690.000, 0.000, 2690.000, 2675.000, 0.839, 1.369, 0.083, 1.244, 3, 1, 0, 1, 0,231491,182481,123353,0.21500000000000016
L_00000457 , 100 , 1 , 3600, 1.155,true, true, 3,2992.000, 2992.000, 0.000, 2992.000, 2985.200, 0.698, 1.149, 0.042, 1.070, 3, 1, 0, 1, 0,211430,161108,109132,0.23300000000000018
L_00000458 , 100 , 1 , 3600, 1.338,true, true, 11,2937.000, 2937.000, 0.000, 2940.000, 2924.700, 0.705, 1.288, 0.102, 1.107, 6, 1, 0, 0, 5,256693,192496,148225,0.23200000000000018
L_00000459 , 100 , 1 , 3600, 5.835,true, true, 9,2648.000, 2648.000, 0.000, 2649.000, 2628.800, 0.534, 5.790, 0.630, 5.029, 5, 1, 0, 0, 4,828584,695743,287656,0.6080000000000004
L_00000460 , 100 , 1 , 3600, 1.551,true, true, 9,2810.000, 2810.000, 0.000, 2811.000, 2807.000, 0.935, 1.520, 0.053, 1.407, 5, 1, 0, 0, 4,273380,215795,140494,0.2450000000000002
L_00000461 , 100 , 1 , 3600, 1.396,true, true, 11,2969.000, 2969.000, 0.000, 2970.000, 2959.900, 0.593, 1.353, 0.104, 1.158, 6, 1, 0, 0, 5,288553,220395,146126,0.22000000000000017
L_00000462 , 100 , 1 , 3600, 4.398,true, true, 11,2831.000, 2831.000, 0.000, 2834.000, 2830.100, 0.645, 4.356, 0.132, 4.112, 6, 1, 0, 0, 5,497339,438912,125825,0.5760000000000004
L_00000463 , 100 , 1 , 3600, 1.393,true, true, 3,2708.000, 2708.000, 0.000, 2708.000, 2694.800, 1.211, 1.386, 0.115, 1.224, 3, 1, 0, 1, 0,196793,155304,86885,0.23000000000000018
L_00000464 , 100 , 1 , 3600, 1.725,true, true, 3,2678.000, 2678.000, 0.000, 2678.000, 2661.800, 1.069, 1.719, 0.124, 1.546, 3, 1, 0, 1, 0,238999,187455,109732,0.22500000000000017
L_00000465 , 100 , 1 , 3600, 3.288,true, true, 29,3014.000, 3014.000, 0.000, 3015.000, 3009.400, 1.153, 3.156, 0.125, 2.870, 15, 1, 0, 0, 14,405417,329544,170820,0.3810000000000003
L_00000466 , 100 , 1 , 3600, 5.279,true, true, 3,2350.000, 2350.000, 0.000, 2350.000, 2345.000, 1.439, 5.274, 0.116, 5.107, 3, 1, 0, 1, 0,513172,456847,95610,0.5000000000000003
L_00000467 , 100 , 1 , 3600, 1.048,true, true, 3,2522.000, 2522.000, 0.000, 2522.000, 2512.200, 0.798, 1.042, 0.078, 0.919, 3, 1, 0, 1, 0,205184,161142,92129,0.17800000000000013
L_00000468 , 100 , 1 , 3600, 3.049,true, true, 11,2554.000, 2554.000, -0.000, 2555.000, 2547.400, 1.086, 2.999, 0.114, 2.806, 6, 1, 0, 0, 5,401966,352040,193686,0.3770000000000003
L_00000469 , 100 , 1 , 3600, 2.244,true, true, 3,2703.000, 2703.000, 0.000, 2703.000, 2689.300, 0.495, 2.239, 0.089, 2.098, 3, 1, 0, 1, 0,315294,258216,101722,0.32400000000000023
L_00000470 , 100 , 1 , 3600, 2.870,true, true, 3,2715.000, 2715.000, 0.000, 2715.000, 2702.500, 0.550, 2.824, 0.217, 2.559, 3, 1, 0, 1, 0,404823,335241,125506,0.32800000000000024
L_00000471 , 100 , 1 , 3600, 1.210,true, true, 19,2899.000, 2899.000, 0.000, 2900.000, 2882.900, 0.560, 1.109, 0.173, 0.790, 10, 1, 0, 0, 9,191128,142836,106715,0.19500000000000015
L_00000472 , 100 , 1 , 3600, 18.819,true, true, 191,2678.000, 2678.000, 0.000, 2681.000, 2661.800, 0.816, 17.870, 1.488, 14.351, 96, 1, 0, 0, 95,1508524,1322239,412643,1.4089999999999556
L_00000473 , 100 , 1 , 3600, 6.696,true, true, 7,2836.000, 2836.000, 0.000, 2838.000, 2835.600, 0.766, 6.670, 0.149, 6.445, 4, 1, 0, 0, 3,525027,452807,144434,0.5010000000000003
L_00000474 , 100 , 1 , 3600, 1.034,true, true, 11,2722.000, 2722.000, 0.000, 2725.000, 2710.200, 0.547, 0.985, 0.119, 0.787, 6, 1, 0, 0, 5,219064,170698,132943,0.17500000000000013
L_00000475 , 100 , 1 , 3600, 2.599,true, true, 7,2800.000, 2800.000, 0.000, 2801.000, 2796.000, 1.093, 2.572, 0.072, 2.441, 4, 1, 0, 0, 3,416346,339132,205289,0.3910000000000003
L_00000476 , 100 , 1 , 3600, 1.420,true, true, 5,2679.000, 2679.000, -0.000, 2681.000, 2662.900, 0.988, 1.401, 0.182, 1.174, 3, 1, 0, 0, 2,279811,219544,135436,0.20900000000000016
L_00000477 , 100 , 1 , 3600, 1.344,true, true, 13,2731.000, 2731.000, 0.000, 2733.000, 2720.100, 0.435, 1.293, 0.092, 1.124, 7, 1, 0, 0, 6,253480,196009,119318,0.2430000000000002
L_00000478 , 100 , 1 , 3600, 9.751,true, true, 5,2562.000, 2562.000, 0.000, 2563.000, 2556.200, 0.685, 9.734, 0.132, 9.549, 3, 1, 0, 0, 2,721181,654656,252762,0.7270000000000005
L_00000479 , 100 , 1 , 3600, 1.541,true, true, 3,2675.000, 2675.000, 0.000, 2675.000, 2658.500, 0.627, 1.536, 0.129, 1.369, 3, 1, 0, 1, 0,339652,277493,180122,0.22600000000000017
L_00000480 , 100 , 1 , 3600, 2.956,true, true, 3,2882.000, 2882.000, 0.000, 2882.000, 2864.200, 0.745, 2.950, 0.214, 2.700, 3, 1, 0, 1, 0,458112,373311,184797,0.3710000000000003
L_00000481 , 100 , 1 , 3600, 1.741,true, true, 3,2797.000, 2797.000, 0.000, 2797.000, 2792.700, 0.662, 1.736, 0.067, 1.632, 3, 1, 0, 1, 0,283796,226371,145805,0.2410000000000002
L_00000482 , 100 , 1 , 3600, 1.784,true, true, 5,2810.000, 2810.000, -0.000, 2813.000, 2807.000, 1.217, 1.768, 0.066, 1.649, 3, 1, 0, 0, 2,242631,201740,102909,0.22800000000000017
L_00000483 , 100 , 1 , 3600, 0.884,true, true, 5,3127.000, 3127.000, 0.000, 3131.000, 3111.700, 0.507, 0.865, 0.066, 0.762, 3, 1, 0, 0, 2,213278,148012,124555,0.1420000000000001
L_00000484 , 100 , 1 , 3600, 1.177,true, true, 3,2489.000, 2489.000, 0.000, 2489.000, 2475.900, 0.586, 1.172, 0.092, 1.034, 3, 1, 0, 1, 0,243260,198434,131012,0.19000000000000014
L_00000485 , 100 , 1 , 3600, 1.292,true, true, 13,3170.000, 3170.000, 0.000, 3176.000, 3159.000, 0.783, 1.234, 0.085, 1.076, 7, 1, 0, 0, 6,301845,228596,192250,0.2570000000000002
L_00000486 , 100 , 1 , 3600, 2.923,true, true, 3,2649.000, 2649.000, 0.000, 2649.000, 2629.900, 0.498, 2.918, 0.310, 2.574, 3, 1, 0, 1, 0,463435,376792,199509,0.3710000000000003
L_00000487 , 100 , 1 , 3600, 1.355,true, true, 15,3141.000, 3141.000, 0.000, 3142.000, 3127.100, 0.810, 1.273, 0.140, 1.029, 8, 1, 0, 0, 7,265585,196193,136678,0.2590000000000002
L_00000488 , 100 , 1 , 3600, 1.103,true, true, 3,2957.000, 2957.000, 0.000, 2957.000, 2946.700, 0.693, 1.097, 0.064, 0.999, 3, 1, 0, 1, 0,213090,155102,111273,0.20600000000000016
L_00000489 , 100 , 1 , 3600, 1.546,true, true, 3,2877.000, 2877.000, 0.000, 2877.000, 2858.700, 0.718, 1.541, 0.132, 1.379, 3, 1, 0, 1, 0,300504,228374,149139,0.3060000000000002
L_00000490 , 100 , 1 , 3600, 1.412,true, true, 3,2772.000, 2772.000, 0.000, 2772.000, 2765.200, 1.187, 1.405, 0.065, 1.312, 3, 1, 0, 1, 0,252166,201118,148959,0.20900000000000016
L_00000491 , 100 , 1 , 3600, 2.214,true, true, 9,2935.000, 2935.000, 0.000, 2936.000, 2922.500, 1.470, 2.174, 0.087, 2.037, 5, 1, 0, 0, 4,384707,317048,212498,0.3040000000000002
L_00000492 , 100 , 1 , 3600, 1.472,true, true, 3,3013.000, 3013.000, 0.000, 3013.000, 3008.300, 0.706, 1.467, 0.055, 1.379, 3, 1, 0, 1, 0,210338,160475,88610,0.18200000000000013
L_00000493 , 100 , 1 , 3600, 0.898,true, true, 3,3107.000, 3107.000, 0.000, 3107.000, 3089.700, 0.563, 0.893, 0.113, 0.748, 3, 1, 0, 1, 0,222291,154526,123175,0.18400000000000014
L_00000494 , 100 , 1 , 3600, 2.651,true, true, 65,3234.000, 3234.000, 0.000, 3240.000, 3229.400, 0.808, 2.392, 0.150, 1.946, 33, 1, 0, 0, 32,319718,240352,152984,0.36800000000000027
L_00000495 , 100 , 1 , 3600, 1.115,true, true, 7,2976.000, 2976.000, 0.000, 2980.000, 2967.600, 0.548, 1.092, 0.067, 0.989, 4, 1, 0, 0, 3,212026,165870,113619,0.20000000000000015
L_00000496 , 100 , 1 , 3600, 2.152,true, true, 11,2886.000, 2886.000, 0.000, 2888.000, 2868.600, 0.592, 2.093, 0.243, 1.756, 6, 1, 0, 0, 5,310488,237971,136041,0.2750000000000002
L_00000497 , 100 , 1 , 3600, 1.268,true, true, 7,3025.000, 3025.000, 0.000, 3028.000, 3021.500, 0.639, 1.243, 0.055, 1.146, 4, 1, 0, 0, 3,231693,172783,111562,0.20100000000000015
L_00000498 , 100 , 1 , 3600, 1.153,true, true, 3,2774.000, 2774.000, 0.000, 2774.000, 2767.400, 0.810, 1.147, 0.084, 1.028, 3, 1, 0, 1, 0,166642,131713,74523,0.16600000000000012
L_00000499 , 100 , 1 , 3600, 10.931,true, true, 3,2654.000, 2654.000, 0.000, 2654.000, 2635.400, 0.453, 10.924, 0.325, 10.567, 3, 1, 0, 1, 0,808345,719253,176257,0.7520000000000006
L_00000500 , 150 , 1 , 3600, 6.073,true, true, 3,4073.000, 4073.000, 0.000, 4073.000, 4064.300, 1.847, 6.068, 0.211, 5.748, 3, 1, 0, 1, 0,700724,572578,376494,0.8980000000000007
L_00000501 , 150 , 1 , 3600, 3.431,true, true, 3,4038.000, 4038.000, 0.000, 4038.000, 4025.800, 1.768, 3.425, 0.357, 2.948, 3, 1, 0, 1, 0,473624,366180,243356,0.6640000000000005
L_00000502 , 150 , 1 , 3600, 10.829,true, true, 3,4050.000, 4050.000, 0.000, 4050.000, 4039.000, 1.743, 10.823, 0.330, 10.375, 3, 1, 0, 1, 0,908408,798032,207946,1.532999999999942
L_00000503 , 150 , 1 , 3600, 34.497,true, true, 9,4119.000, 4119.000, -0.000, 4120.000, 4114.900, 4.809, 34.404, 0.936, 33.028, 5, 1, 0, 0, 4,2269102,2063740,341513,2.73299999999981
L_00000504 , 150 , 1 , 3600, 50.223,true, true, 3,4080.000, 4080.000, 0.000, 4080.000, 4072.000, 1.802, 50.218, 1.023, 49.012, 3, 1, 0, 1, 0,2544154,2375000,262864,3.7569999999996977
L_00000505 , 150 , 1 , 3600, 44.977,true, true, 3,4030.000, 4030.000, 0.000, 4030.000, 4017.000, 12.030, 44.972, 2.319, 42.325, 3, 1, 0, 1, 0,3064157,2833720,327361,6.4320000000004764
L_00000506 , 150 , 1 , 3600, 6.524,true, true, 3,4427.000, 4427.000, 0.000, 4427.000, 4409.700, 2.232, 6.518, 0.570, 5.865, 3, 1, 0, 1, 0,864187,686664,331792,1.269999999999971
L_00000507 , 150 , 1 , 3600, 5.136,true, true, 3,4220.000, 4220.000, 0.000, 4220.000, 4204.000, 1.538, 5.130, 0.527, 4.492, 3, 1, 0, 1, 0,642279,523737,232718,0.7880000000000006
L_00000508 , 150 , 1 , 3600, 3.520,true, true, 3,4289.000, 4289.000, 0.000, 4289.000, 4279.900, 2.439, 3.516, 0.177, 3.252, 3, 1, 0, 1, 0,479709,344123,252104,0.7170000000000005
L_00000509 , 150 , 1 , 3600, 8.680,true, true, 3,4359.000, 4359.000, 0.000, 4359.000, 4356.900, 3.227, 8.676, 0.257, 8.307, 3, 1, 0, 1, 0,1065086,928394,501295,2.0639999999998846
L_00000510 , 150 , 1 , 3600, 5.579,true, true, 3,4283.000, 4283.000, 0.000, 4283.000, 4273.300, 2.024, 5.575, 0.485, 4.991, 3, 1, 0, 1, 0,671163,518194,258672,0.7560000000000006
L_00000511 , 150 , 1 , 3600, 4.708,true, true, 3,4268.000, 4268.000, 0.000, 4268.000, 4256.800, 3.300, 4.703, 0.291, 4.304, 3, 1, 0, 1, 0,443545,335796,202136,0.8820000000000007
L_00000512 , 150 , 1 , 3600, 3.898,true, true, 3,4206.000, 4206.000, 0.000, 4206.000, 4188.600, 1.735, 3.893, 0.387, 3.398, 3, 1, 0, 1, 0,566871,420718,280837,0.6560000000000005
L_00000513 , 150 , 1 , 3600, 11.979,true, true, 3,4124.000, 4124.000, 0.000, 4124.000, 4120.400, 1.574, 11.974, 0.385, 11.461, 3, 1, 0, 1, 0,989175,863256,200387,1.4929999999999468
L_00000514 , 150 , 1 , 3600, 8.607,true, true, 13,4486.000, 4486.000, 0.000, 4487.000, 4474.600, 2.289, 8.444, 0.377, 7.763, 7, 1, 0, 0, 6,943369,731383,393419,1.060999999999994
L_00000515 , 150 , 1 , 3600, 4.263,true, true, 19,4490.000, 4490.000, 0.000, 4491.000, 4479.000, 1.566, 3.969, 0.236, 3.420, 10, 1, 0, 0, 9,579339,429354,351091,0.8250000000000006
L_00000516 , 150 , 1 , 3600, 7.053,true, true, 3,4127.000, 4127.000, 0.000, 4127.000, 4123.700, 1.802, 7.047, 0.280, 6.658, 3, 1, 0, 1, 0,763015,653928,290303,0.9860000000000008
L_00000517 , 150 , 1 , 3600, 16.791,true, true, 5,4188.000, 4188.000, -0.000, 4190.000, 4168.800, 5.459, 16.734, 1.005, 15.618, 3, 1, 0, 0, 2,1579171,1387377,385248,2.9559999999997855
L_00000518 , 150 , 1 , 3600, 14.499,true, true, 3,4095.000, 4095.000, 0.000, 4095.000, 4088.500, 1.534, 14.495, 0.592, 13.769, 3, 1, 0, 1, 0,1224509,1075197,242211,1.7469999999999186
L_00000519 , 150 , 1 , 3600, 3.643,true, true, 3,4138.000, 4138.000, 0.000, 4138.000, 4135.800, 2.102, 3.638, 0.174, 3.379, 3, 1, 0, 1, 0,603798,450787,346160,0.8960000000000007
L_00000520 , 150 , 1 , 3600, 21.143,true, true, 9,4064.000, 4064.000, -0.000, 4065.000, 4054.400, 3.638, 21.017, 0.384, 20.434, 5, 1, 0, 0, 4,1127961,928585,498553,1.1389999999999856
L_00000521 , 150 , 1 , 3600, 3.301,true, true, 3,4286.000, 4286.000, 0.000, 4286.000, 4276.600, 1.911, 3.296, 0.253, 2.947, 3, 1, 0, 1, 0,571341,423089,324771,0.7350000000000005
L_00000522 , 150 , 1 , 3600, 7.084,true, true, 3,4235.000, 4235.000, 0.000, 4235.000, 4220.500, 1.998, 7.080, 0.437, 6.537, 3, 1, 0, 1, 0,766978,637332,215268,1.161999999999983
L_00000523 , 150 , 1 , 3600, 16.414,true, true, 7,4401.000, 4401.000, 0.000, 4406.000, 4381.100, 3.615, 16.305, 0.977, 15.155, 4, 1, 0, 0, 3,1678597,1432376,654050,3.446999999999732
L_00000524 , 150 , 1 , 3600, 3.123,true, true, 3,3841.000, 3841.000, 0.000, 3841.000, 3831.100, 1.998, 3.117, 0.202, 2.822, 3, 1, 0, 1, 0,449141,351334,228266,0.6090000000000004
L_00000525 , 150 , 1 , 3600, 12.017,true, true, 3,4098.000, 4098.000, 0.000, 4098.000, 4091.800, 2.062, 12.011, 0.430, 11.442, 3, 1, 0, 1, 0,875353,750186,251200,0.9500000000000007
L_00000526 , 150 , 1 , 3600, 5.776,true, true, 15,4292.000, 4292.000, 0.000, 4294.000, 4283.200, 2.366, 5.537, 0.482, 4.705, 8, 1, 0, 0, 7,746935,597744,322140,1.042999999999996
L_00000527 , 150 , 1 , 3600, 3.060,true, true, 7,4339.000, 4339.000, 0.000, 4340.000, 4334.900, 2.289, 2.984, 0.166, 2.691, 4, 1, 0, 0, 3,510632,390458,284580,0.7550000000000006
L_00000528 , 150 , 1 , 3600, 6.350,true, true, 5,4014.000, 4014.000, 0.000, 4016.000, 3999.400, 2.607, 6.280, 0.742, 5.434, 3, 1, 0, 0, 2,692198,549787,282814,0.7510000000000006
L_00000529 , 150 , 1 , 3600, 5.161,true, true, 23,4259.000, 4259.000, 0.000, 4260.000, 4246.900, 1.377, 4.722, 0.517, 3.606, 12, 1, 0, 0, 11,588423,475605,257756,0.7360000000000005
L_00000530 , 150 , 1 , 3600, 13.037,true, true, 3,4406.000, 4406.000, 0.000, 4406.000, 4386.600, 2.005, 13.031, 0.841, 12.104, 3, 1, 0, 1, 0,1308324,1126422,528550,2.264999999999863
L_00000531 , 150 , 1 , 3600, 13.789,true, true, 5,3972.000, 3972.000, -0.000, 3973.000, 3953.200, 3.313, 13.737, 0.790, 12.841, 3, 1, 0, 0, 2,1291528,1072328,388879,2.125999999999879
L_00000532 , 150 , 1 , 3600, 5.556,true, true, 5,4270.000, 4270.000, -0.000, 4271.000, 4259.000, 2.922, 5.511, 0.345, 5.049, 3, 1, 0, 0, 2,720667,570347,337773,1.0099999999999996
L_00000533 , 150 , 1 , 3600, 7.066,true, true, 13,4592.000, 4592.000, 0.000, 4594.000, 4591.200, 3.609, 6.866, 0.201, 6.419, 7, 1, 0, 0, 6,850343,672582,440869,1.4249999999999539
L_00000534 , 150 , 1 , 3600, 21.208,true, true, 3,3919.000, 3919.000, 0.000, 3919.000, 3916.900, 1.983, 21.201, 0.292, 20.777, 3, 1, 0, 1, 0,1176492,1042580,215330,1.7289999999999213
L_00000535 , 150 , 1 , 3600, 11.015,true, true, 3,3863.000, 3863.000, 0.000, 3863.000, 3855.300, 1.621, 11.007, 0.401, 10.487, 3, 1, 0, 1, 0,960187,824011,353561,1.0089999999999997
L_00000536 , 150 , 1 , 3600, 5.306,true, true, 5,4063.000, 4063.000, 0.000, 4066.000, 4053.300, 3.179, 5.259, 0.171, 4.952, 3, 1, 0, 0, 2,579754,443489,270846,1.115999999999988
L_00000537 , 150 , 1 , 3600, 35.368,true, true, 3,3992.000, 3992.000, 0.000, 3992.000, 3975.200, 2.031, 35.361, 1.364, 33.887, 3, 1, 0, 1, 0,2137509,1942679,396624,4.285999999999768
L_00000538 , 150 , 1 , 3600, 29.817,true, true, 3,4203.000, 4203.000, 0.000, 4203.000, 4185.300, 4.642, 29.812, 1.728, 27.965, 3, 1, 0, 1, 0,2237015,1952898,492242,3.4509999999997385
L_00000539 , 150 , 1 , 3600, 8.537,true, true, 3,4265.000, 4265.000, 0.000, 4265.000, 4253.500, 2.323, 8.531, 0.332, 8.086, 3, 1, 0, 1, 0,860976,706740,266919,1.470999999999949
L_00000540 , 150 , 1 , 3600, 1.961,true, true, 3,4460.000, 4460.000, 0.000, 4460.000, 4446.000, 1.604, 1.955, 0.253, 1.610, 3, 1, 0, 1, 0,383478,263858,231994,0.5010000000000003
L_00000541 , 150 , 1 , 3600, 38.508,true, true, 13,3981.000, 3981.000, 0.000, 3984.000, 3963.100, 2.282, 38.247, 2.984, 34.429, 7, 1, 0, 0, 6,2894560,2631920,538526,4.824999999999945
L_00000542 , 150 , 1 , 3600, 2.133,true, true, 3,4690.000, 4690.000, 0.000, 4690.000, 4677.000, 1.697, 2.128, 0.170, 1.876, 3, 1, 0, 1, 0,450338,298047,294131,0.5560000000000004
L_00000543 , 150 , 1 , 3600, 22.297,true, true, 3,4226.000, 4226.000, 0.000, 4226.000, 4210.600, 2.275, 22.290, 1.173, 20.997, 3, 1, 0, 1, 0,1736373,1557499,376876,2.640999999999822
L_00000544 , 150 , 1 , 3600, 5.376,true, true, 5,4073.000, 4073.000, 0.000, 4074.000, 4064.300, 1.545, 5.315, 0.373, 4.834, 3, 1, 0, 0, 2,615156,503612,298624,0.9720000000000008
L_00000545 , 150 , 1 , 3600, 12.627,true, true, 3,4325.000, 4325.000, 0.000, 4325.000, 4319.500, 2.052, 12.621, 0.386, 12.096, 3, 1, 0, 1, 0,929269,820500,249798,1.3149999999999664
L_00000546 , 150 , 1 , 3600, 14.916,true, true, 3,4556.000, 4556.000, 0.000, 4556.000, 4551.600, 2.004, 14.909, 0.295, 14.482, 3, 1, 0, 1, 0,1049101,917496,261917,2.035999999999887
L_00000547 , 150 , 1 , 3600, 4.689,true, true, 21,4318.000, 4318.000, 0.000, 4324.000, 4311.800, 1.723, 4.378, 0.238, 3.700, 11, 1, 0, 0, 10,579071,454119,312017,0.8520000000000006
L_00000548 , 150 , 1 , 3600, 1.867,true, true, 3,3990.000, 3990.000, 0.000, 3990.000, 3973.000, 1.059, 1.860, 0.392, 1.335, 3, 1, 0, 1, 0,348254,253719,193490,0.3790000000000003
L_00000549 , 150 , 1 , 3600, 2.270,true, true, 5,4095.000, 4095.000, 0.000, 4096.000, 4088.500, 1.280, 2.226, 0.232, 1.862, 3, 1, 0, 0, 2,387547,295191,227651,0.5300000000000004
